100 2475
74 99 66
75 76 74
75 77 43
75 80 53
75 82 56
75 86 92
75 88 19
75 91 27
75 92 100
75 93 54
75 94 11
75 95 43
75 96 54
75 98 13
76 77 20
76 82 42
76 83 74
76 86 60
76 87 65
76 88 24
76 90 93
76 93 43
76 94 63
76 95 54
76 98 47
76 99 20
77 80 61
77 84 31
77 85 80
77 87 98
77 88 81
77 91 10
77 92 88
77 95 62
77 96 89
77 97 95
78 79 100
78 85 50
78 87 99
78 88 91
78 89 94
78 92 87
78 93 17
78 94 21
78 95 36
78 97 92
79 82 18
79 84 54
79 85 15
79 88 27
79 91 85
79 98 59
80 81 54
80 82 81
80 83 72
80 84 89
80 85 67
80 86 66
80 89 15
80 90 31
80 91 67
80 97 52
80 98 6
80 99 38
81 82 52
81 84 41
81 85 57
81 88 44
81 89 79
81 92 67
81 93 69
81 95 90
81 96 100
82 84 21
82 85 36
82 88 98
82 92 73
83 84 7
83 85 62
83 86 83
83 88 53
83 91 63
83 92 22
83 93 17
83 96 55
83 97 69
84 87 23
84 92 20
84 96 33
84 99 62
85 89 78
85 90 11
85 91 85
85 92 47
85 93 10
85 97 86
85 98 41
85 99 32
86 91 73
86 92 99
86 93 79
86 95 35
86 98 18
86 99 72
87 89 53
87 90 3
87 92 51
87 96 56
87 97 15
87 98 6
87 99 54
88 89 59
88 92 79
88 93 41
88 96 60
88 97 21
88 99 29
89 90 91
89 92 51
89 93 77
89 94 86
89 98 36
89 99 37
90 95 69
90 96 8
90 97 40
90 99 57
91 92 40
91 97 39
92 94 11
92 96 82
92 98 5
92 99 7
93 94 52
93 98 70
93 99 38
94 95 49
94 98 64
94 99 93
95 98 19
95 99 7
96 97 11
96 99 18
97 99 47
