100 3960
35 72 40
35 74 91
35 75 33
35 76 66
35 77 77
35 78 14
35 79 73
35 80 22
35 81 30
35 82 94
35 83 80
35 84 22
35 85 83
35 86 12
35 87 70
35 88 71
35 89 56
35 90 55
35 91 58
35 92 78
35 93 33
35 94 73
35 96 25
35 97 37
35 98 68
35 99 10
36 37 33
36 39 15
36 40 23
36 41 13
36 42 24
36 44 33
36 45 30
36 48 22
36 49 70
36 50 67
36 51 40
36 53 65
36 54 59
36 56 45
36 57 41
36 58 42
36 59 98
36 60 33
36 61 63
36 63 49
36 65 9
36 66 29
36 67 42
36 68 95
36 70 81
36 71 72
36 72 12
36 74 100
36 75 62
36 76 29
36 77 60
36 78 31
36 79 79
36 80 14
36 81 85
36 83 66
36 85 30
36 86 60
36 87 50
36 88 27
36 89 90
36 90 47
36 91 61
36 92 69
36 93 73
36 94 21
36 95 2
36 96 48
36 97 30
36 98 91
36 99 57
37 38 31
37 39 99
37 40 9
37 41 50
37 42 39
37 43 5
37 45 46
37 46 43
37 47 29
37 48 51
37 49 99
37 50 52
37 51 22
37 52 69
37 53 28
37 54 96
37 55 60
37 56 65
37 57 27
37 60 28
37 61 59
37 62 6
37 63 56
37 64 25
37 66 30
37 68 13
37 69 20
37 72 54
37 73 10
37 74 54
37 75 22
37 76 57
37 77 96
37 78 12
37 80 98
37 81 84
37 82 38
37 83 24
37 84 95
37 88 3
37 89 52
37 90 82
37 91 81
37 92 36
37 93 71
37 94 76
37 95 95
37 96 76
37 97 83
37 98 89
37 99 19
38 40 45
38 41 28
38 43 97
38 44 85
38 46 73
38 47 79
38 49 72
38 50 29
38 51 4
38 52 17
38 53 39
38 56 89
38 57 37
38 58 33
38 60 35
38 61 60
38 62 13
38 63 4
38 64 47
38 66 50
38 67 89
38 68 33
38 69 36
38 70 65
38 71 60
38 72 95
38 73 30
38 74 69
38 75 9
38 77 86
38 78 7
38 79 87
38 81 10
38 82 95
38 83 44
38 84 57
38 85 10
38 86 70
38 87 78
38 88 36
38 89 19
38 90 82
38 91 61
38 92 56
38 93 60
38 94 8
38 96 11
38 98 44
39 40 48
39 41 65
39 42 90
39 43 48
39 44 5
39 45 64
39 46 19
39 47 32
39 48 52
39 49 28
39 50 12
39 52 4
39 53 66
39 55 45
39 56 77
39 58 84
39 61 58
39 62 21
39 64 63
39 65 30
39 67 41
39 69 9
39 70 35
39 72 2
39 74 89
39 75 50
39 76 15
39 77 75
39 78 46
39 79 10
39 80 97
39 81 14
39 82 18
39 83 23
39 85 96
39 86 57
39 87 54
39 89 30
39 90 85
39 91 63
39 93 82
39 95 26
39 96 38
39 97 2
39 99 62
40 41 23
40 42 37
40 43 85
40 44 3
40 46 39
40 47 77
40 48 30
40 50 30
40 51 47
40 52 25
40 53 60
40 54 75
40 57 39
40 59 18
40 61 76
40 63 21
40 64 17
40 65 31
40 67 23
40 68 30
40 69 24
40 70 4
40 71 43
40 72 60
40 73 66
40 74 18
40 75 15
40 77 53
40 78 63
40 80 99
40 81 79
40 82 64
40 83 33
40 84 35
40 85 73
40 86 17
40 87 63
40 88 23
40 89 62
40 90 69
40 91 54
40 94 76
40 95 76
40 96 85
40 97 62
40 98 54
41 42 77
41 45 79
41 46 69
41 48 82
41 49 47
41 50 62
41 51 4
41 52 60
41 53 5
41 54 59
41 55 38
41 56 41
41 57 23
41 58 13
41 59 80
41 61 51
41 62 44
41 64 17
41 65 84
41 66 67
41 67 29
41 68 5
41 70 27
41 71 98
41 74 61
41 75 65
41 76 68
41 77 60
41 79 64
41 80 13
41 81 21
41 82 19
41 84 89
41 85 4
41 86 45
41 87 50
41 88 16
41 89 41
41 91 48
41 93 29
41 94 51
41 95 11
41 96 24
41 97 34
41 98 18
41 99 19
42 43 44
42 44 74
42 45 73
42 46 51
42 47 59
42 48 95
42 49 18
42 51 69
42 53 21
42 54 2
42 56 4
42 57 17
42 58 3
42 59 97
42 60 21
42 62 75
42 63 85
42 64 14
42 65 91
42 66 21
42 67 57
42 69 12
42 70 24
42 71 16
42 72 11
42 73 17
42 74 73
42 76 45
42 77 75
42 78 59
42 80 93
42 81 89
42 83 7
42 85 33
42 86 21
42 87 54
42 88 84
42 89 21
42 90 18
42 91 22
42 92 26
42 93 82
42 94 90
42 95 62
42 97 83
42 99 26
43 44 12
43 45 69
43 46 85
43 47 100
43 48 14
43 49 97
43 50 58
43 51 100
43 53 26
43 54 5
43 55 67
43 56 53
43 60 22
43 62 80
43 64 95
43 67 4
43 68 52
43 69 82
43 71 83
43 72 69
43 73 90
43 74 19
43 75 36
43 76 86
43 77 78
43 79 49
43 80 16
43 81 84
43 82 24
43 83 28
43 84 40
43 86 88
43 87 67
43 88 52
43 89 10
43 90 6
43 93 83
43 96 81
43 97 19
43 98 56
43 99 30
44 45 33
44 47 70
44 48 38
44 50 3
44 51 70
44 52 25
44 53 36
44 54 4
44 56 100
44 57 41
44 58 42
44 59 52
44 60 44
44 61 9
44 62 71
44 63 51
44 64 13
44 66 23
44 67 64
44 68 7
44 69 92
44 70 71
44 71 3
44 72 66
44 73 13
44 74 99
44 75 54
44 76 61
44 78 25
44 80 95
44 81 64
44 83 47
44 85 96
44 87 6
44 88 72
44 90 12
44 92 84
44 93 69
44 95 54
44 96 68
44 97 91
44 98 31
44 99 25
45 46 18
45 47 29
45 48 78
45 49 74
45 50 98
45 51 13
45 52 87
45 54 57
45 55 33
45 56 28
45 58 65
45 60 20
45 61 36
45 62 98
45 63 44
45 64 33
45 65 95
45 67 69
45 68 51
45 69 68
45 70 49
45 72 43
45 74 4
45 75 3
45 77 22
45 79 23
45 80 94
45 81 37
45 82 39
45 83 99
45 84 66
45 85 50
45 86 23
45 88 43
45 89 79
45 90 9
45 91 26
45 92 67
45 94 31
45 96 77
45 99 74
46 47 17
46 48 50
46 49 90
46 50 13
46 51 39
46 52 38
46 53 30
46 54 76
46 55 48
46 56 41
46 57 29
46 58 81
46 59 49
46 60 13
46 61 81
46 63 52
46 64 63
46 65 37
46 66 91
46 67 57
46 68 9
46 69 93
46 71 4
46 72 98
46 73 21
46 75 22
46 76 46
46 77 24
46 78 56
46 79 38
46 80 94
46 81 56
46 82 64
46 83 88
46 84 53
46 85 15
46 87 16
46 89 91
46 90 95
46 91 56
46 93 97
46 94 40
46 95 47
46 96 48
46 97 20
46 98 59
46 99 13
47 49 57
47 51 26
47 52 6
47 53 59
47 54 49
47 55 77
47 56 93
47 57 58
47 58 49
47 59 49
47 62 21
47 63 36
47 64 89
47 65 30
47 67 72
47 68 91
47 69 44
47 71 7
47 73 74
47 74 76
47 76 70
47 77 4
47 79 31
47 80 31
47 81 37
47 82 29
47 83 94
47 84 78
47 86 52
47 88 32
47 89 74
47 90 32
47 91 72
47 92 56
47 93 59
47 94 63
47 95 10
47 97 86
48 49 53
48 50 73
48 51 14
48 52 8
48 53 69
48 54 100
48 55 16
48 57 51
48 59 9
48 61 85
48 63 76
48 64 53
48 65 39
48 66 14
48 67 70
48 68 22
48 69 84
48 70 98
48 71 76
48 72 22
48 73 32
48 74 60
48 75 3
48 77 56
48 78 21
48 80 47
48 82 85
48 83 54
48 84 7
48 85 53
48 86 33
48 87 58
48 88 32
48 89 33
48 90 74
48 91 42
48 93 75
48 94 37
48 95 3
48 96 24
48 97 14
48 98 98
48 99 69
49 50 9
49 51 16
49 52 54
49 53 6
49 54 42
49 55 47
49 56 56
49 57 67
49 58 44
49 60 52
49 61 27
49 62 80
49 65 79
49 66 15
49 67 93
49 68 8
49 69 69
49 70 97
49 71 89
49 72 89
49 74 78
49 75 30
49 76 10
49 77 25
49 78 3
49 79 6
49 80 42
49 81 36
49 82 9
49 83 92
49 84 27
49 85 65
49 86 37
49 87 50
49 88 94
49 89 54
49 90 91
49 91 13
49 92 99
49 94 26
49 95 67
49 97 42
49 98 74
49 99 6
50 51 84
50 52 44
50 53 27
50 54 43
50 55 99
50 56 78
50 57 20
50 58 13
50 60 87
50 61 97
50 62 28
50 63 59
50 64 49
50 65 45
50 66 70
50 67 72
50 68 73
50 69 32
50 70 52
50 71 93
50 74 25
50 76 28
50 77 34
50 78 5
50 80 75
50 81 11
50 82 73
50 83 63
50 84 71
50 85 62
50 86 14
50 87 69
50 88 89
50 89 47
50 90 98
50 92 3
50 93 10
50 95 82
50 97 8
50 99 20
51 52 33
51 54 35
51 55 74
51 56 6
51 57 31
51 58 23
51 59 30
51 60 19
51 61 81
51 62 36
51 63 65
51 64 30
51 65 87
51 66 73
51 67 67
51 69 54
51 71 35
51 72 53
51 73 58
51 75 81
51 76 77
51 77 9
51 78 18
51 79 34
51 80 50
51 81 83
51 82 17
51 84 38
51 85 23
51 86 17
51 89 57
51 90 16
51 91 3
51 92 66
51 93 92
51 94 87
51 96 95
51 97 46
51 98 90
51 99 2
52 53 45
52 54 94
52 55 29
52 56 93
52 57 52
52 58 52
52 59 92
52 61 10
52 62 67
52 63 5
52 64 86
52 65 36
52 66 75
52 67 93
52 68 36
52 69 35
52 70 15
52 71 23
52 72 52
52 73 100
52 75 60
52 77 57
52 78 72
52 79 58
52 80 42
52 81 40
52 83 45
52 84 16
52 85 28
52 87 51
52 88 63
52 91 100
52 93 64
52 95 79
52 96 47
52 97 22
52 98 49
52 99 63
53 54 69
53 56 96
53 57 47
53 58 19
53 59 72
53 60 49
53 61 35
53 62 78
53 63 49
53 65 96
53 66 97
53 67 4
53 68 96
53 70 13
53 71 52
53 73 61
53 74 39
53 76 11
53 77 70
53 79 70
53 82 98
53 83 57
53 86 87
53 89 96
53 90 54
53 91 5
53 92 23
53 93 17
53 94 32
53 96 62
53 97 64
53 98 27
54 55 92
54 56 53
54 57 66
54 61 44
54 62 37
54 64 92
54 65 32
54 66 82
54 67 86
54 68 85
54 69 9
54 70 69
54 71 74
54 73 22
54 74 62
54 75 68
54 77 25
54 78 2
54 81 82
54 82 10
54 83 68
54 84 35
54 85 79
54 87 88
54 88 92
54 90 91
54 91 74
54 92 49
54 93 4
54 94 61
54 95 63
54 96 92
54 97 9
54 98 52
54 99 22
55 56 23
55 58 57
55 59 92
55 61 91
55 62 42
55 63 86
55 65 18
55 66 9
55 67 33
55 68 76
55 69 46
55 70 58
55 71 8
55 73 14
55 74 35
55 75 33
55 76 55
55 80 64
55 81 29
55 82 12
55 83 12
55 84 10
55 85 62
55 86 75
55 87 5
55 88 26
55 90 98
55 93 41
55 94 56
55 95 62
55 97 57
55 98 64
55 99 62
56 57 76
56 58 14
56 59 84
56 60 71
56 61 43
56 62 25
56 63 90
56 64 89
56 65 90
56 66 19
56 67 51
56 68 56
56 70 26
56 72 4
56 75 100
56 77 68
56 78 65
56 79 57
56 80 46
56 81 62
56 82 41
56 83 41
56 84 83
56 85 53
56 86 54
56 88 73
56 89 90
56 90 95
56 92 48
56 94 53
56 96 67
56 97 65
56 98 81
56 99 66
57 58 2
57 59 69
57 60 54
57 61 89
57 62 100
57 64 30
57 65 15
57 66 61
57 70 24
57 72 18
57 73 11
57 74 88
57 75 53
57 76 87
57 77 43
57 78 31
57 79 21
57 80 40
57 81 93
57 83 10
57 87 16
57 88 43
57 89 60
57 91 24
57 93 69
57 94 90
57 95 13
57 97 49
58 62 69
58 63 73
58 64 46
58 66 20
58 67 44
58 68 93
58 69 87
58 70 20
58 71 66
58 72 66
58 74 47
58 75 47
58 76 22
58 77 4
58 78 74
58 80 48
58 81 47
58 82 85
58 83 59
58 84 90
58 85 62
58 86 19
58 87 32
58 91 97
58 92 5
58 93 40
58 94 45
58 95 77
58 96 60
58 97 50
58 99 84
59 60 33
59 61 30
59 63 9
59 64 85
59 65 57
59 66 56
59 68 34
59 71 25
59 73 40
59 74 16
59 75 72
59 76 78
59 77 37
59 78 47
59 79 61
59 81 63
59 82 73
59 83 36
59 84 48
59 85 57
59 86 8
59 87 50
59 88 85
59 90 11
59 91 20
59 92 9
59 93 13
59 94 61
59 95 77
59 96 87
59 97 50
59 99 56
60 61 46
60 62 58
60 64 33
60 65 70
60 66 27
60 67 47
60 69 54
60 71 11
60 72 71
60 73 100
60 75 14
60 76 56
60 77 40
60 79 43
60 80 58
60 81 6
60 82 77
60 83 15
60 84 45
60 85 64
60 86 50
60 87 21
60 88 60
60 89 21
60 92 58
60 93 28
60 94 13
60 95 83
60 96 96
60 97 62
61 62 42
61 63 64
61 64 83
61 65 14
61 66 41
61 67 30
61 70 72
61 71 14
61 72 48
61 73 72
61 74 37
61 75 79
61 76 12
61 77 13
61 78 38
61 79 85
61 80 35
61 81 83
61 84 18
61 85 50
61 87 33
61 88 64
61 90 99
61 91 64
61 92 40
61 93 72
61 95 47
61 96 9
61 98 58
62 65 90
62 66 54
62 67 9
62 68 49
62 69 91
62 71 71
62 72 53
62 73 84
62 75 66
62 76 10
62 77 73
62 78 83
62 79 11
62 81 25
62 82 68
62 83 40
62 84 70
62 85 97
62 86 10
62 87 90
62 89 68
62 90 24
62 91 13
62 92 45
62 93 98
62 94 100
62 95 84
62 97 76
62 98 44
62 99 6
63 64 81
63 66 99
63 67 9
63 68 91
63 69 80
63 70 61
63 71 60
63 72 50
63 74 90
63 75 96
63 76 95
63 78 83
63 79 24
63 80 39
63 82 45
63 83 78
63 84 18
63 86 67
63 88 8
63 89 81
63 90 37
63 92 30
63 93 21
63 94 26
63 95 32
63 96 11
63 97 50
63 98 6
63 99 32
64 65 47
64 66 9
64 67 39
64 68 8
64 69 21
64 70 67
64 72 73
64 73 73
64 74 73
64 76 37
64 77 9
64 78 43
64 79 58
64 81 99
64 82 47
64 83 98
64 84 5
64 85 39
64 86 85
64 87 79
64 89 67
64 91 3
64 93 50
64 94 11
64 95 20
64 96 19
64 97 29
64 98 36
64 99 41
65 67 18
65 68 88
65 70 13
65 71 86
65 72 58
65 73 97
65 74 56
65 75 70
65 76 39
65 77 88
65 78 27
65 80 86
65 81 92
65 82 80
65 83 87
65 84 82
65 85 68
65 86 81
65 88 90
65 90 62
65 91 66
65 92 72
65 93 87
65 94 45
65 95 97
65 98 48
66 67 94
66 68 19
66 70 81
66 71 12
66 72 93
66 73 70
66 74 79
66 76 70
66 77 10
66 78 33
66 79 86
66 82 26
66 84 25
66 85 71
66 86 10
66 87 56
66 88 71
66 91 20
66 92 73
66 93 24
66 94 15
66 95 63
66 96 66
66 97 47
66 98 45
66 99 25
67 68 59
67 69 23
67 70 81
67 71 86
67 72 100
67 73 10
67 74 7
67 75 10
67 76 36
67 77 3
67 78 76
67 80 93
67 82 19
67 83 65
67 84 17
67 85 29
67 86 52
67 88 24
67 89 7
67 90 2
67 93 48
67 94 82
67 95 90
67 96 70
67 97 51
67 98 74
67 99 52
68 70 20
68 71 61
68 72 76
68 73 100
68 74 42
68 75 45
68 76 23
68 77 30
68 78 8
68 79 34
68 80 80
68 81 98
68 83 36
68 84 34
68 85 91
68 86 56
68 87 15
68 88 85
68 89 88
68 90 100
68 91 14
68 92 77
68 93 18
68 94 46
68 95 47
68 96 71
68 97 17
68 98 76
68 99 18
69 70 91
69 71 62
69 72 32
69 73 87
69 75 95
69 76 18
69 78 44
69 79 63
69 80 69
69 81 70
69 82 89
69 83 74
69 84 25
69 85 52
69 86 70
69 87 42
69 89 32
69 91 59
69 92 94
69 93 23
69 94 42
69 95 100
69 96 85
69 97 41
69 98 83
69 99 29
70 71 55
70 72 9
70 73 100
70 74 23
70 75 34
70 78 54
70 80 65
70 82 75
70 83 91
70 84 49
70 85 5
70 86 3
70 87 52
70 88 90
70 89 100
70 90 54
70 91 23
70 92 73
70 93 3
70 94 86
70 96 63
70 97 91
70 98 98
70 99 62
71 73 94
71 74 29
71 75 6
71 76 84
71 77 17
71 79 91
71 81 50
71 83 44
71 84 20
71 85 71
71 88 8
71 90 74
71 91 57
71 92 44
71 93 61
71 94 90
71 95 74
71 96 30
71 97 98
71 98 38
71 99 26
72 73 31
72 74 53
72 75 11
72 76 94
72 78 54
72 79 95
72 81 22
72 82 25
72 84 86
72 85 41
72 86 30
72 87 76
72 88 31
72 89 72
72 90 59
72 91 89
72 92 42
72 93 64
72 94 23
72 95 65
72 96 66
72 97 18
72 98 83
72 99 97
73 74 56
73 75 53
73 76 89
73 78 32
73 79 24
73 80 98
73 82 100
73 83 57
73 84 5
73 85 29
73 86 88
73 87 80
73 88 75
73 89 92
73 90 44
73 92 2
73 93 75
73 94 56
73 96 3
73 97 41
73 98 4
73 99 90
74 76 94
74 77 99
74 78 35
74 79 11
74 81 14
74 82 79
74 83 77
74 84 56
74 85 100
74 87 32
74 88 4
74 89 30
74 90 84
74 91 65
74 92 75
74 93 55
74 94 24
74 95 51
74 98 43
74 99 50
75 76 100
75 77 64
75 78 3
75 79 25
75 80 35
75 81 18
75 82 7
75 83 37
75 84 56
75 85 47
75 86 18
75 87 52
75 88 95
75 89 49
75 90 43
75 91 55
75 92 95
75 93 90
75 94 87
75 97 53
75 98 92
75 99 100
76 77 78
76 78 38
76 79 91
76 80 84
76 82 55
76 83 5
76 84 18
76 85 28
76 86 30
76 87 28
76 88 28
76 89 7
76 92 80
76 93 32
76 94 75
76 97 65
76 98 18
76 99 2
77 78 16
77 81 16
77 82 73
77 83 55
77 84 92
77 85 83
77 86 30
77 88 100
77 89 28
77 91 87
77 92 20
77 93 72
77 94 60
77 95 36
77 96 81
77 97 89
77 98 35
77 99 18
78 79 15
78 81 96
78 83 43
78 84 88
78 85 25
78 86 12
78 87 49
78 88 27
78 89 7
78 91 76
78 92 6
78 93 15
78 95 24
78 96 3
78 97 13
78 98 45
78 99 17
79 80 40
79 81 92
79 82 58
79 83 38
79 84 25
79 87 100
79 89 100
79 90 74
79 91 81
79 92 61
79 93 95
79 94 48
79 95 55
79 96 10
79 97 66
79 98 88
79 99 78
80 81 79
80 82 13
80 83 20
80 84 8
80 86 87
80 87 7
80 91 33
80 92 74
80 93 42
80 94 41
80 95 70
80 96 79
80 97 20
80 98 67
80 99 74
81 82 68
81 83 38
81 84 87
81 85 49
81 86 6
81 87 42
81 88 93
81 89 41
81 90 60
81 91 11
81 93 46
81 95 11
81 96 53
81 97 90
81 99 28
82 84 54
82 85 14
82 86 68
82 87 8
82 88 27
82 89 53
82 90 44
82 91 6
82 92 58
82 93 51
82 94 47
82 96 38
82 97 95
82 98 29
82 99 21
83 84 20
83 85 96
83 87 65
83 88 3
83 89 7
83 90 72
83 91 85
83 92 70
83 93 93
83 94 63
83 95 4
83 97 57
83 99 20
84 85 41
84 86 7
84 87 77
84 88 72
84 89 83
84 90 29
84 92 79
84 97 70
84 98 24
84 99 48
85 86 8
85 87 93
85 88 71
85 89 46
85 92 86
85 93 70
85 94 9
85 95 45
85 97 63
85 98 17
86 87 53
86 88 92
86 90 60
86 92 37
86 93 54
86 94 38
86 95 36
86 96 74
86 98 81
86 99 22
87 88 89
87 89 98
87 91 51
87 93 49
87 95 63
87 96 35
87 97 7
87 98 69
87 99 69
88 89 4
88 90 92
88 92 32
88 95 31
88 96 45
88 97 6
88 98 3
89 90 47
89 91 84
89 93 23
89 94 42
89 95 93
89 98 58
90 91 71
90 92 82
90 94 14
90 95 26
90 96 71
90 97 93
90 98 46
90 99 86
91 92 36
91 94 24
91 95 17
91 96 9
91 97 93
91 98 70
92 94 62
92 96 93
92 97 42
92 98 69
92 99 75
93 94 29
93 95 7
93 96 59
93 97 23
94 95 78
94 97 29
94 98 68
94 99 95
95 96 99
95 97 32
95 98 61
95 99 76
96 97 91
96 98 67
96 99 58
97 98 28
97 99 58
